created_at,entry_id,field1,field2,field3,field4
2025-04-10 10:34:55 UTC,1477,28.00,67.30,120.40,
2025-04-10 10:35:15 UTC,1478,28.00,67.10,120.56,
2025-04-10 10:35:36 UTC,1479,28.00,66.90,119.43,
2025-04-10 10:35:52 UTC,1480,27.90,67.10,118.95,
2025-04-10 10:36:10 UTC,1481,27.90,66.90,118.62,
2025-04-10 10:36:25 UTC,1482,27.90,66.80,117.01,
2025-04-10 10:36:54 UTC,1483,27.90,66.80,116.21,
2025-04-10 10:37:10 UTC,1484,27.90,66.50,116.37,
2025-04-10 10:37:26 UTC,1485,27.90,66.40,116.53,
2025-04-10 10:37:46 UTC,1486,27.90,66.30,116.04,
2025-04-10 10:38:05 UTC,1487,27.80,66.40,115.88,
2025-04-10 10:38:20 UTC,1488,27.80,66.00,115.72,
2025-04-10 10:38:35 UTC,1489,27.70,66.30,115.40,
2025-04-10 11:53:16 UTC,1490,,,,1
2025-04-10 11:53:42 UTC,1491,27.40,62.40,167.78,
2025-04-10 11:53:57 UTC,1492,27.80,60.50,166.49,
2025-04-10 11:54:17 UTC,1493,27.80,60.30,164.72,
2025-04-10 11:54:37 UTC,1494,27.80,60.20,158.11,
2025-04-10 11:54:57 UTC,1495,27.80,60.30,159.24,
2025-04-10 11:55:12 UTC,1496,27.80,60.30,158.27,
2025-04-10 11:55:32 UTC,1497,27.90,60.20,160.04,
2025-04-10 11:55:52 UTC,1498,27.90,60.20,157.95,
2025-04-10 11:56:07 UTC,1499,27.90,60.10,159.72,
2025-04-10 11:56:22 UTC,1500,27.90,60.00,155.21,
2025-04-10 11:56:42 UTC,1501,27.90,60.00,152.63,
2025-04-10 11:57:02 UTC,1502,27.90,60.10,151.82,
2025-04-10 11:57:22 UTC,1503,27.90,60.10,152.47,
2025-04-10 11:57:37 UTC,1504,27.90,60.10,154.08,
2025-04-10 11:57:52 UTC,1505,27.90,60.10,152.31,
2025-04-10 11:58:12 UTC,1506,27.90,60.00,149.41,
2025-04-10 11:58:27 UTC,1507,28.00,60.00,145.38,
2025-04-10 11:58:42 UTC,1508,28.00,60.00,147.15,
2025-04-10 11:59:02 UTC,1509,28.00,59.90,146.99,
2025-04-10 11:59:17 UTC,1510,28.00,59.80,146.18,
2025-04-10 11:59:32 UTC,1511,28.10,59.60,144.25,
2025-04-10 11:59:52 UTC,1512,28.10,59.40,141.83,
2025-04-10 12:00:12 UTC,1513,28.10,59.50,139.41,
2025-04-10 12:00:32 UTC,1514,28.20,59.20,139.58,
2025-04-10 12:00:47 UTC,1515,28.20,59.10,139.58,
2025-04-10 12:01:07 UTC,1516,28.20,59.10,141.83,
2025-04-10 12:01:22 UTC,1517,28.30,58.80,139.90,
2025-04-10 12:01:42 UTC,1518,28.30,58.80,137.00,
2025-04-10 12:02:02 UTC,1519,28.30,58.70,136.84,
2025-04-10 12:02:22 UTC,1520,28.30,58.60,136.67,
2025-04-10 12:02:37 UTC,1521,28.30,58.70,135.06,
2025-04-10 12:02:57 UTC,1522,28.40,58.40,132.16,
2025-04-10 12:03:17 UTC,1523,28.40,58.30,132.32,
2025-04-10 12:03:37 UTC,1524,28.40,58.10,131.68,
2025-04-10 12:03:57 UTC,1525,28.50,58.10,131.52,
2025-04-10 12:04:12 UTC,1526,28.50,57.90,131.52,
2025-04-10 12:04:27 UTC,1527,28.50,57.90,129.90,
2025-04-10 12:04:42 UTC,1528,28.50,57.80,130.71,
2025-04-10 12:05:02 UTC,1529,28.50,57.70,130.39,
2025-04-10 12:05:22 UTC,1530,28.60,57.60,131.03,
2025-04-10 12:05:37 UTC,1531,28.60,57.60,132.64,
2025-04-10 12:05:52 UTC,1532,28.60,57.30,129.74,
2025-04-10 12:06:07 UTC,1533,28.60,57.30,130.55,
2025-04-10 12:06:25 UTC,1534,,,,2
2025-04-10 12:06:42 UTC,1535,28.60,57.00,126.20,
2025-04-10 12:06:57 UTC,1536,28.60,57.20,125.39,
2025-04-10 12:07:12 UTC,1537,28.60,57.00,124.10,
2025-04-10 12:07:27 UTC,1538,28.60,56.90,124.42,
2025-04-10 12:07:47 UTC,1539,28.60,56.60,123.94,
2025-04-10 12:08:07 UTC,1540,28.60,56.50,122.33,
2025-04-10 12:08:27 UTC,1541,28.60,56.30,122.97,
2025-04-10 12:08:42 UTC,1542,28.60,56.20,122.01,
2025-04-10 12:09:02 UTC,1543,28.60,56.10,121.52,
2025-04-10 12:09:17 UTC,1544,28.60,56.00,122.01,
2025-04-10 12:09:32 UTC,1545,28.60,56.00,122.01,
2025-04-10 12:09:48 UTC,1546,28.60,56.10,121.68,
2025-04-10 12:10:08 UTC,1547,28.60,55.90,121.68,
2025-04-10 12:10:27 UTC,1548,28.60,55.90,121.20,
2025-04-10 12:10:42 UTC,1549,28.60,55.80,121.52,
2025-04-10 12:11:02 UTC,1550,28.60,55.80,121.20,
2025-04-10 12:11:18 UTC,1551,28.60,55.60,120.88,
2025-04-10 12:11:37 UTC,1552,28.50,55.80,120.56,
2025-04-10 12:11:52 UTC,1553,28.50,55.60,121.20,
2025-04-10 12:12:12 UTC,1554,28.50,55.70,121.20,
2025-04-10 12:12:32 UTC,1555,28.50,55.80,121.20,
2025-04-10 12:12:52 UTC,1556,28.50,55.60,120.23,
2025-04-10 12:13:12 UTC,1557,28.50,55.70,120.56,
2025-04-10 12:13:27 UTC,1558,28.50,55.40,119.91,
2025-04-10 12:13:42 UTC,1559,28.50,55.40,120.23,
2025-04-10 12:14:02 UTC,1560,28.50,55.30,119.11,
2025-04-10 12:14:17 UTC,1561,28.60,55.60,119.27,
2025-04-10 12:14:32 UTC,1562,28.60,55.30,119.27,
2025-04-10 12:14:47 UTC,1563,28.60,55.40,118.62,
2025-04-10 12:15:07 UTC,1564,28.60,55.20,118.30,
2025-04-10 12:15:27 UTC,1565,28.60,55.40,117.17,
2025-04-10 12:15:47 UTC,1566,28.60,55.00,118.62,
2025-04-10 12:16:07 UTC,1567,28.60,54.90,118.46,
2025-04-10 12:16:22 UTC,1568,28.60,54.80,119.27,
2025-04-10 12:16:42 UTC,1569,28.60,54.80,118.62,
2025-04-10 12:17:02 UTC,1570,28.50,55.10,121.20,
2025-04-10 12:17:22 UTC,1571,28.50,54.60,120.40,
2025-04-10 12:17:37 UTC,1572,28.50,54.60,119.75,
2025-04-10 12:17:57 UTC,1573,28.50,54.60,119.75,
2025-04-10 12:18:17 UTC,1574,28.50,54.90,120.40,
2025-04-10 12:18:37 UTC,1575,28.50,55.10,121.04,
2025-04-10 12:18:57 UTC,1576,28.40,54.60,120.72,
