created_at,entry_id,field1,field2,field3,field4
2025-04-10 13:00:37 UTC,1713,28.30,51.60,114.27,
2025-04-10 13:00:57 UTC,1714,28.30,51.60,114.11,
2025-04-10 13:01:12 UTC,1715,28.30,51.40,115.08,
2025-04-10 13:01:27 UTC,1716,28.40,51.50,114.43,
2025-04-10 13:01:47 UTC,1717,28.40,51.30,114.27,
2025-04-10 13:02:02 UTC,1718,28.40,51.30,114.43,
2025-04-10 13:02:22 UTC,1719,28.40,51.10,114.75,
2025-04-10 13:02:37 UTC,1720,28.40,51.00,114.59,
2025-04-10 13:02:57 UTC,1721,28.40,51.10,114.27,
2025-04-10 13:03:17 UTC,1722,28.40,51.00,114.43,
2025-04-10 13:03:37 UTC,1723,28.40,50.90,115.24,
2025-04-10 13:03:57 UTC,1724,28.40,51.00,114.59,
2025-04-10 13:04:17 UTC,1725,28.40,51.10,115.24,
2025-04-10 13:04:37 UTC,1726,28.40,50.90,116.04,
2025-04-10 13:04:57 UTC,1727,28.40,51.10,115.72,
2025-04-10 13:05:17 UTC,1728,28.40,51.30,115.88,
2025-04-10 13:05:32 UTC,1729,28.40,51.00,115.56,
2025-04-10 13:05:52 UTC,1730,28.40,50.80,116.04,
2025-04-10 13:06:07 UTC,1731,28.40,51.20,116.21,
2025-04-10 13:06:27 UTC,1732,28.40,50.90,116.21,
2025-04-10 13:06:47 UTC,1733,28.40,50.90,117.49,
2025-04-10 13:07:02 UTC,1734,28.40,50.80,117.49,
2025-04-10 13:07:22 UTC,1735,28.40,51.10,120.40,
2025-04-10 13:07:37 UTC,1736,28.40,50.90,121.20,
2025-04-10 13:07:52 UTC,1737,28.30,51.00,119.59,
2025-04-10 13:08:12 UTC,1738,28.40,50.90,117.66,
2025-04-10 13:08:32 UTC,1739,28.40,50.90,117.01,
2025-04-10 13:08:47 UTC,1740,28.30,50.80,117.66,
2025-04-10 13:09:07 UTC,1741,28.40,51.30,117.49,
2025-04-10 13:09:27 UTC,1742,28.40,50.90,118.30,
2025-04-10 13:09:47 UTC,1743,28.40,51.00,117.17,
2025-04-10 13:10:07 UTC,1744,28.40,51.10,117.01,
2025-04-10 13:10:27 UTC,1745,28.40,50.90,116.53,
2025-04-10 13:10:42 UTC,1746,28.40,51.00,117.49,
2025-04-10 13:10:57 UTC,1747,28.40,50.80,117.17,
2025-04-12 13:16:34 UTC,1748,32.50,48.30,183.09,
2025-04-12 13:16:54 UTC,1749,31.40,36.80,182.93,
2025-04-12 13:17:14 UTC,1750,31.20,36.90,183.09,
2025-04-12 13:17:29 UTC,1751,31.10,37.10,181.64,
2025-04-12 13:17:44 UTC,1752,31.00,37.20,179.71,
2025-04-12 13:18:04 UTC,1753,30.90,37.30,179.06,
2025-04-12 13:18:19 UTC,1754,30.80,37.50,178.10,
2025-04-12 13:18:39 UTC,1755,30.70,37.60,177.45,
2025-04-12 13:18:59 UTC,1756,30.60,37.70,175.52,
